ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
ALT,-0.365917407,,"
2021-12-31    18275930.0
2020-12-31    12020447.0
2019-12-31     3922999.0
2018-12-31     4527405.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    199134711.0
2020-12-31    225876323.0
2019-12-31     45520146.0
2018-12-31     48312566.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.091777
2020-12-31    0.053217
2019-12-31    0.086182
2018-12-31    0.093711
dtype: float64","
2021-12-31    190300776.0
2020-12-31    115917807.0
2019-12-31      8962686.0
2018-12-31     33718713.0
Name: Cash, dtype: float64","
2021-12-31    204126115.0
2020-12-31    230257209.0
2019-12-31     39394749.0
2018-12-31     39372134.0
Name: Total Current Assets, dtype: float64"
IVDAW,,,,,,,
QTT,-0.660066007,,"
2021-12-31             NaN
2020-12-31    1.885990e+09
2019-12-31    1.875698e+09
2018-12-31    1.110984e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31             NaN
2020-12-31   -1.280774e+09
2019-12-31   -7.014820e+08
2018-12-31    1.514507e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31         NaN
2020-12-31   -1.472539
2019-12-31   -2.673907
2018-12-31    0.733561
dtype: float64","
2021-12-31             NaN
2020-12-31    4.944750e+08
2019-12-31    3.478171e+08
2018-12-31    2.186288e+09
Name: Cash, dtype: float64","
2021-12-31             NaN
2020-12-31    2.472316e+09
2019-12-31    2.692227e+09
2018-12-31    2.626074e+09
Name: Total Current Assets, dtype: float64"
BRBY.L,19.15882353,0.025,"
2022-04-02    804000000.0
2021-03-27    702000000.0
2020-03-28    730500000.0
2019-03-30    640100000.0
Name: Total Current Liabilities, dtype: float64","
2022-04-02    1.613000e+09
2021-03-27    1.557000e+09
2020-03-28    1.214200e+09
2019-03-30    1.455000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-04-02    0.498450
2021-03-27    0.450867
2020-03-28    0.601631
2019-03-30    0.439931
dtype: float64","
2022-04-02    1.222000e+09
2021-03-27    1.261000e+09
2020-03-28    9.289000e+08
2019-03-30    8.745000e+08
Name: Cash, dtype: float64","
2022-04-02    2.035000e+09
2021-03-27    1.982000e+09
2020-03-28    1.688600e+09
2019-03-30    1.608600e+09
Name: Total Current Assets, dtype: float64"
MCVT,,,"
2021-12-31    3238782.0
2020-12-31     585935.0
2019-12-31      24996.0
2018-12-31      41125.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    13414049.0
2020-12-31    11640887.0
2019-12-31    10068533.0
2018-12-31    11278889.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.241447
2020-12-31    0.050334
2019-12-31    0.002483
2018-12-31    0.003646
dtype: float64","
2021-12-31    1936148.0
2020-12-31    5440579.0
2019-12-31    8066656.0
2018-12-31     966121.0
Name: Cash, dtype: float64","
2021-12-31    2594172.0
2020-12-31    5819641.0
2019-12-31    8354713.0
2018-12-31    1355177.0
Name: Total Current Assets, dtype: float64"
WTER,0.505836576,,"
2022-03-31    21920686.0
2021-03-31    13244041.0
2020-03-31    13983663.0
2019-03-31     7125695.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31      396684.0
2021-03-31    11013986.0
2020-03-31     1618733.0
2019-03-31    11351613.0
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    55.259819
2021-03-31     1.202475
2020-03-31     8.638647
2019-03-31     0.627725
dtype: float64","
2022-03-31     1531062.0
2021-03-31     9130956.0
2020-03-31     4561682.0
2019-03-31    11032451.0
Name: Cash, dtype: float64","
2022-03-31    21157421.0
2021-03-31    23271259.0
2020-03-31    14183215.0
2019-03-31    16537343.0
Name: Total Current Assets, dtype: float64"
BRK-B,0.000181884,,"
2021-12-31    5.137300e+10
2020-12-31    4.562600e+10
2019-12-31    4.444100e+10
2018-12-31    4.488300e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.061990e+11
2020-12-31    4.431640e+11
2019-12-31    4.247910e+11
2018-12-31    3.487030e+11
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.101488
2020-12-31    0.102955
2019-12-31    0.104619
2018-12-31    0.128714
dtype: float64","
2021-12-31    8.818400e+10
2020-12-31    4.799000e+10
2019-12-31    6.417500e+10
2018-12-31    3.036100e+10
Name: Cash, dtype: float64","
2021-12-31    2.080890e+11
2020-12-31    1.940260e+11
2019-12-31    1.842860e+11
2018-12-31    1.667880e+11
Name: Total Current Assets, dtype: float64"
EH,-0.806010929,,"
2021-12-31    136447000.0
2020-12-31    158047000.0
2019-12-31     95598000.0
2018-12-31     56843000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    332601000.0
2020-12-31    276318000.0
2019-12-31    311574000.0
2018-12-31   -545547000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.410242
2020-12-31    0.571975
2019-12-31    0.306823
2018-12-31   -0.104195
dtype: float64","
2021-12-31    246863000.0
2020-12-31    137840000.0
2019-12-31    321662000.0
2018-12-31     61519000.0
Name: Cash, dtype: float64","
2021-12-31    477150000.0
2020-12-31    424461000.0
2019-12-31    428513000.0
2018-12-31    101754000.0
Name: Total Current Assets, dtype: float64"
ALGM,3.98340249,,"
2022-03-25    104223000.0
2021-03-26    116674000.0
2020-03-27    150111000.0
2019-03-29    103862000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-25    734207000.0
2021-03-26    585752000.0
2020-03-27    633182000.0
2019-03-29    588975000.0
Name: Total Stockholder Equity, dtype: float64","
2022-03-25    0.141953
2021-03-26    0.199187
2020-03-27    0.237074
2019-03-29    0.176344
dtype: float64","
2022-03-25    282383000.0
2021-03-26    197214000.0
2020-03-27    214491000.0
2019-03-29     99743000.0
Name: Cash, dtype: float64","
2022-03-25    511692000.0
2021-03-26    430564000.0
2020-03-27    448221000.0
2019-03-29    367048000.0
Name: Total Current Assets, dtype: float64"
AEHA,,,"
2021-12-31    246444.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -1844102.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.133639
dtype: float64","
2021-12-31    1075602.0
Name: Cash, dtype: float64","
2021-12-31    1549893.0
Name: Total Current Assets, dtype: float64"
CIDM,0.39408867,,"
2022-03-31     56992000.0
2021-03-31     57380000.0
2020-03-31    128014000.0
2019-03-31    113713000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    38694000.0
2021-03-31    13685000.0
2020-03-31   -21569000.0
2019-03-31   -38840000.0
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    1.472890
2021-03-31    4.192912
2020-03-31   -5.935092
2019-03-31   -2.927729
dtype: float64","
2022-03-31    13062000.0
2021-03-31    16849000.0
2020-03-31    14294000.0
2019-03-31    17872000.0
Name: Cash, dtype: float64","
2022-03-31    52163000.0
2021-03-31    43142000.0
2020-03-31    57035000.0
2019-03-31    64879000.0
Name: Total Current Assets, dtype: float64"
CARS,-0.143186307,,"
2021-12-31     94290000.0
2020-12-31     90368000.0
2019-12-31     98806000.0
2018-12-31    110710000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.669340e+08
2020-12-31    3.401760e+08
2019-12-31    1.141068e+09
2018-12-31    1.626923e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.256967
2020-12-31    0.265651
2019-12-31    0.086591
2018-12-31    0.068049
dtype: float64","
2021-12-31    39069000.0
2020-12-31    67719000.0
2019-12-31    13549000.0
2018-12-31    25463000.0
Name: Cash, dtype: float64","
2021-12-31    147437000.0
2020-12-31    178081000.0
2019-12-31    122440000.0
2018-12-31    153937000.0
Name: Total Current Assets, dtype: float64"
ATNF,0.513059701,,"
2021-12-31    19699284.0
2020-12-31    21421314.0
2019-12-31     9640807.0
2018-12-31     9136160.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    39322695.0
2020-12-31    30286869.0
2019-12-31    38570902.0
2018-12-31    -7676945.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.500965
2020-12-31    0.707281
2019-12-31    0.249950
2018-12-31   -1.190078
dtype: float64","
2021-12-31    8224508.0
2020-12-31    2108544.0
2019-12-31      83397.0
2018-12-31     567220.0
Name: Cash, dtype: float64","
2021-12-31    11201091.0
2020-12-31     4014958.0
2019-12-31      748293.0
2018-12-31     1015974.0
Name: Total Current Assets, dtype: float64"
NOV,-0.119271814,0.0092,"
2021-12-31    1.910000e+09
2020-12-31    1.867000e+09
2019-12-31    2.247000e+09
2018-12-31    2.341000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.997000e+09
2020-12-31    5.210000e+09
2019-12-31    7.778000e+09
2018-12-31    1.381900e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.382229
2020-12-31    0.358349
2019-12-31    0.288892
2018-12-31    0.169404
dtype: float64","
2021-12-31    1.591000e+09
2020-12-31    1.692000e+09
2019-12-31    1.171000e+09
2018-12-31    1.427000e+09
Name: Cash, dtype: float64","
2021-12-31    4.902000e+09
2020-12-31    5.209000e+09
2019-12-31    6.113000e+09
2018-12-31    7.279000e+09
Name: Total Current Assets, dtype: float64"
RNMBF,,0.0235,"
2021-12-31    3.341000e+09
2020-12-31    2.888000e+09
2019-12-31    2.779000e+09
2018-12-31    2.607000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.418000e+09
2020-12-31    1.888000e+09
2019-12-31    2.125000e+09
2018-12-31    2.022000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.381720
2020-12-31    1.529661
2019-12-31    1.307765
2018-12-31    1.289318
dtype: float64","
2021-12-31    1.039000e+09
2020-12-31    1.027000e+09
2019-12-31    9.200000e+08
2018-12-31    8.240000e+08
Name: Cash, dtype: float64","
2021-12-31    4.982000e+09
2020-12-31    4.339000e+09
2019-12-31    4.220000e+09
2018-12-31    3.808000e+09
Name: Total Current Assets, dtype: float64"
GPI,1.012866701,0.0093,"
2021-12-31    1.543600e+09
2020-12-31    1.842700e+09
2019-12-31    2.422300e+09
2018-12-31    2.386600e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.825200e+09
2020-12-31    1.449600e+09
2019-12-31    1.255700e+09
2018-12-31    1.095700e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.845716
2020-12-31    1.271178
2019-12-31    1.929044
2018-12-31    2.178151
dtype: float64","
2021-12-31    14900000.0
2020-12-31    69000000.0
2019-12-31    23800000.0
2018-12-31    15900000.0
Name: Cash, dtype: float64","
2021-12-31    1.666200e+09
2020-12-31    2.004200e+09
2019-12-31    2.516300e+09
2018-12-31    2.402400e+09
Name: Total Current Assets, dtype: float64"
0FJC.L,,,,,,,
IMRX,0.628820961,,"
2021-12-31    5633826.0
2020-12-31    2255851.0
2019-12-31     505296.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    155980109.0
2020-12-31    -22481450.0
2019-12-31     -6528321.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.036119
2020-12-31   -0.100343
2019-12-31   -0.077401
dtype: float64","
2021-12-31    74888145.0
2020-12-31    37090151.0
2019-12-31    13782175.0
Name: Cash, dtype: float64","
2021-12-31    152333996.0
2020-12-31     37731219.0
2019-12-31     14063333.0
Name: Total Current Assets, dtype: float64"
GIFI,0.083892617,,"
2021-12-31     29954000.0
2020-12-31    105693000.0
2019-12-31     97844000.0
2018-12-31     56101000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    103908000.0
2020-12-31    124476000.0
2019-12-31    152685000.0
2018-12-31    201100000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.288274
2020-12-31    0.849103
2019-12-31    0.640823
2018-12-31    0.278971
dtype: float64","
2021-12-31    52886000.0
2020-12-31    43159000.0
2019-12-31    49703000.0
2018-12-31    70457000.0
Name: Cash, dtype: float64","
2021-12-31     85478000.0
2020-12-31    152757000.0
2019-12-31    163474000.0
2018-12-31    159955000.0
Name: Total Current Assets, dtype: float64"
SMCI,2.083078803,,"
2022-06-30    1.470024e+09
2021-06-30    9.688960e+08
2020-06-30    7.076350e+08
2019-06-30    6.059690e+08
Name: Total Current Liabilities, dtype: float64","
2022-06-30    1.425575e+09
2021-06-30    1.096225e+09
2020-06-30    1.065540e+09
2019-06-30    9.410150e+08
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    1.031180
2021-06-30    0.883848
2020-06-30    0.664109
2019-06-30    0.643953
dtype: float64","
2022-06-30    267397000.0
2021-06-30    232266000.0
2020-06-30    210533000.0
2019-06-30    248164000.0
Name: Cash, dtype: float64","
2022-06-30    2.806315e+09
2021-06-30    1.867259e+09
2020-06-30    1.592761e+09
2019-06-30    1.421771e+09
Name: Total Current Assets, dtype: float64"
LQDA,0.487528345,,"
2021-12-31     7326795.0
2020-12-31    11737374.0
2019-12-31    16874318.0
2018-12-31     8248858.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    65265541.0
2020-12-31    71085838.0
2019-12-31    34947547.0
2018-12-31    18687671.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.112261
2020-12-31    0.165116
2019-12-31    0.482847
2018-12-31    0.441406
dtype: float64","
2021-12-31    57493933.0
2020-12-31    65316481.0
2019-12-31    55796378.0
2018-12-31    39534985.0
Name: Cash, dtype: float64","
2021-12-31    61276031.0
2020-12-31    66068928.0
2019-12-31    56386629.0
2018-12-31    40026599.0
Name: Total Current Assets, dtype: float64"
IVCA,,,"
2021-12-31    473237.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    21413.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    22.100453
dtype: float64",,
INBK,1.356725146,0.0099,"
2021-12-31    3.321503e+09
2020-12-31    3.320693e+09
2019-12-31    3.209130e+09
2018-12-31    2.693929e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    380338000.0
2020-12-31    330944000.0
2019-12-31    304913000.0
2018-12-31    288735000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     8.733030
2020-12-31    10.034003
2019-12-31    10.524740
2018-12-31     9.330109
dtype: float64","
2021-12-31    442960000.0
2020-12-31    419806000.0
2019-12-31    327361000.0
2018-12-31    188712000.0
Name: Cash, dtype: float64","
2021-12-31    554783000.0
2020-12-31    541110000.0
2019-12-31    471196000.0
2018-12-31    264197000.0
Name: Total Current Assets, dtype: float64"
ABMD,1.056680162,,"
2022-03-31    138457000.0
2021-03-31    128969000.0
2020-03-31    131885000.0
2019-03-31    105998000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    1.503326e+09
2021-03-31    1.329675e+09
2020-03-31    1.065466e+09
2019-03-31    9.368900e+08
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.092100
2021-03-31    0.096993
2020-03-31    0.123782
2019-03-31    0.113138
dtype: float64","
2022-03-31    132818000.0
2021-03-31    232710000.0
2020-03-31    192341000.0
2019-03-31    121021000.0
Name: Cash, dtype: float64","
2022-03-31    976473000.0
2021-03-31    787965000.0
2020-03-31    635863000.0
2019-03-31    677197000.0
Name: Total Current Assets, dtype: float64"
HPI,,0.0962,"
2022-07-31    7206965.0
2021-07-31    4339411.0
2020-07-31     238992.0
2019-07-31    4766087.0
Name: Total Current Liabilities, dtype: float64","
2022-07-31    474378791.0
2021-07-31    546739857.0
2020-07-31    482668819.0
2019-07-31    558234513.0
Name: Total Stockholder Equity, dtype: float64","
2022-07-31    0.015192
2021-07-31    0.007937
2020-07-31    0.000495
2019-07-31    0.008538
dtype: float64","
2022-07-31    334664.0
2021-07-31    215063.0
2020-07-31         NaN
2019-07-31    118874.0
Name: Cash, dtype: float64","
2022-07-31    15468338.0
2021-07-31    25917512.0
2020-07-31     7240865.0
2019-07-31     9058554.0
Name: Total Current Assets, dtype: float64"
0KTS.L,,,"
2022-04-02    2.255700e+09
2021-03-27    1.584800e+09
2020-03-28    2.092000e+09
2019-03-30    1.200100e+09
Name: Total Current Liabilities, dtype: float64","
2022-04-02    2.536000e+09
2021-03-27    2.604400e+09
2020-03-28    2.693100e+09
2019-03-30    3.287200e+09
Name: Total Stockholder Equity, dtype: float64","
2022-04-02    0.889472
2021-03-27    0.608509
2020-03-28    0.776800
2019-03-30    0.365083
dtype: float64","
2022-04-02    1.863800e+09
2021-03-27    2.579000e+09
2020-03-28    1.620400e+09
2019-03-30    5.841000e+08
Name: Cash, dtype: float64","
2022-04-02    4.217300e+09
2021-03-27    4.208000e+09
2020-03-28    3.375200e+09
2019-03-30    3.594800e+09
Name: Total Current Assets, dtype: float64"
FRST,0.820165538,0.031400003,"
2021-12-31    2.875602e+09
2020-12-31    2.548671e+09
2019-12-31    2.259241e+09
2018-12-31    2.279661e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    411881000.0
2020-12-31    390554000.0
2019-12-31    377241000.0
2018-12-31    348290000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.981633
2020-12-31    6.525784
2019-12-31    5.988853
2018-12-31    6.545296
dtype: float64","
2021-12-31    530167000.0
2020-12-31    196185000.0
2019-12-31     31928000.0
2018-12-31     28611000.0
Name: Cash, dtype: float64","
2021-12-31    543212000.0
2020-12-31    232213000.0
2019-12-31     46362000.0
2018-12-31     33688000.0
Name: Total Current Assets, dtype: float64"
NYAX,,,"
2021-12-31    70188000.0
2020-12-31    62251000.0
2019-12-31    45221000.0
2018-12-31           NaN
Name: Total Current Liabilities, dtype: float64","
2021-12-31    131676000.0
2020-12-31     12501000.0
2019-12-31     14654000.0
2018-12-31            NaN
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.533036
2020-12-31    4.979682
2019-12-31    3.085915
2018-12-31         NaN
dtype: float64","
2021-12-31    87332000.0
2020-12-31     8195000.0
2019-12-31     4412000.0
2018-12-31           NaN
Name: Cash, dtype: float64","
2021-12-31    156048000.0
2020-12-31     54518000.0
2019-12-31     40212000.0
2018-12-31            NaN
Name: Total Current Assets, dtype: float64"
NXN,,0.0392,"
2022-02-28     233707.0
2021-03-31     226449.0
2020-03-31    1362106.0
2019-03-31     643492.0
Name: Total Current Liabilities, dtype: float64","
2022-02-28    54532986.0
2021-03-31    56311440.0
2020-03-31    54892644.0
2019-03-31    55269967.0
Name: Total Stockholder Equity, dtype: float64","
2022-02-28    0.004286
2021-03-31    0.004021
2020-03-31    0.024814
2019-03-31    0.011643
dtype: float64","
2022-02-28    1931383.0
2021-03-31    1620995.0
2020-03-31     507106.0
2019-03-31     906225.0
Name: Cash, dtype: float64","
2022-02-28    2526486.0
2021-03-31    3278023.0
2020-03-31    1915497.0
2019-03-31    1625371.0
Name: Total Current Assets, dtype: float64"
